bssid,recordDate,latitude,longitude,accuracy,signalStrength,ssid,securityType,channel,frequency,capabilities,totalSurveys,inconsistentLocation
c8:99:b2:bf:bc:5b,1679141420800,52.0689333333333,-2.735948333,6.30000019073486,-75,PLUSNET-XGC3QG,WPA2,2,5220,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0
80:75:1f:4a:72:d5,1679141420801,52.0689333333333,-2.735948333,6.30000019073486,-85,SKYD5783,WPA2,2,5180,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0
62:8d:26:a6:ff:25,1679141420798,52.0689333333333,-2.735948333,6.30000019073486,-60,BTWi-fi,OPEN,0,2412,[ESS],1,0
62:8d:26:a6:ff:20,1679141420798,52.0689333333333,-2.735948333,6.30000019073486,-59,,WPA2,0,2412,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],1,0
c8:99:b2:bf:bc:5c,1679141420799,52.0689333333333,-2.735948333,6.30000019073486,-75,PLUSNET-XGC3QG,WPA2,0,2412,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0
7a:d7:aa:4d:0b:98,1679141420800,52.0689333333333,-2.735948333,6.30000019073486,-78,BTWi-fi,OPEN,2,5180,[ESS],1,0
7a:8d:26:a6:ff:25,1679141420799,52.0689333333333,-2.735948333,6.30000019073486,-72,BTWifi-X,WPA2,2,5180,[WPA2-EAP-CCMP][RSN-EAP-CCMP][ESS],1,0
ac:b6:87:c7:42:15,1679141420799,52.0689333333333,-2.735948333,6.30000019073486,-73,EE-W9C2C6,WPA2,2,5180,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0
c0:d7:aa:4d:0b:9f,1679141420800,52.0689333333333,-2.735948333,6.30000019073486,-78,BT-TKC2K5,WPA2,2,5180,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0
7a:d7:aa:4d:0b:99,1679141420800,52.0689333333333,-2.735948333,6.30000019073486,-78,BTWifi-X,WPA2,2,5180,[WPA2-EAP-CCMP][RSN-EAP-CCMP][ESS],1,0
d0:4d:2c:d0:66:19,1679141420801,52.0689333333333,-2.735948333,6.30000019073486,-94,,WPA2,0,5180,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0
6a:dd:12:13:ee:1e,1679141425919,52.0689333333333,-2.735948333,6.30000019073486,-93,BTWi-fi,OPEN,2,5220,[ESS],1,0
80:75:1f:df:86:3a,1679141425918,52.0689333333333,-2.735948333,6.30000019073486,-69,SKYWCB2T,WPA2,0,2412,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],0,0
78:dd:12:13:ee:1d,1679141425919,52.0689333333333,-2.735948333,6.30000019073486,-91,BT-WQA2XT,WPA2,2,5220,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0
78:65:59:47:02:d2,1679141425919,52.0689333333333,-2.735948333,6.30000019073486,-83,TALKTALK4702D4,WPA2,2,5540,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],0,0
6a:dd:12:13:ee:1f,1679141425919,52.0689333333333,-2.735948333,6.30000019073486,-94,BTWifi-X,WPA2,2,5220,[WPA2-EAP-CCMP][RSN-EAP-CCMP][ESS],1,0
f0:86:20:70:6f:f1,1679141430997,52.0689333333333,-2.735948333,6.30000019073486,-79,BT-N6A9PX,WPA2,2,5180,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0
6a:86:20:70:6f:f2,1679141430997,52.0689333333333,-2.735948333,6.30000019073486,-79,BTWi-fi,OPEN,2,5180,[ESS],1,0
90:02:18:6a:01:8e,1679141430996,52.0689333333333,-2.735948333,6.30000019073486,-66,SKYUHQXZ,WPA2,0,2437,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],0,0
6a:b1:b5:28:b4:0a,1679141430998,52.0689333333333,-2.735948333,6.30000019073486,-87,BTWi-fi,OPEN,2,5180,[ESS],1,0
20:47:ed:70:04:d3,1679141430998,52.0689333333333,-2.735948333,6.30000019073486,-88,SKY03BE8,WPA2,2,5180,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0
f0:86:20:b5:6c:da,1679141430996,52.0689333333333,-2.735948333,6.30000019073486,-69,BT-M5A8SN,WPA2,0,2437,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0
54:13:10:e1:de:7c,1679141430998,52.0689333333333,-2.735948333,6.30000019073486,-90,TALKTALKE1DE6B,WPA2,0,2452,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0
6a:86:20:b5:6c:da,1679141430999,52.0689333333333,-2.735948333,6.30000019073486,-91,BTWi-fi,OPEN,2,5220,[ESS],1,0
6a:b1:b5:28:b4:0b,1679141430998,52.0689333333333,-2.735948333,6.30000019073486,-88,BTWifi-X,WPA2,2,5180,[WPA2-EAP-CCMP][RSN-EAP-CCMP][ESS],1,0
2a:ee:52:46:e5:e3,1679141430996,52.0689333333333,-2.735948333,6.30000019073486,-77,Tapo_Cam_E5E3,OPEN,0,2437,[ESS],1,0
f0:86:20:b5:6c:d9,1679141430999,52.0689333333333,-2.735948333,6.30000019073486,-90,BT-M5A8SN,WPA2,2,5220,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0
6a:86:20:70:6f:f3,1679141430997,52.0689333333333,-2.735948333,6.30000019073486,-79,BTWifi-X,WPA2,2,5180,[WPA2-EAP-CCMP][RSN-EAP-CCMP][ESS],1,0
6a:86:20:70:6f:f5,1679141430997,52.0689333333333,-2.735948333,6.30000019073486,-79,,WPA2,2,5180,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],1,0
98:42:65:9c:bc:5a,1679141430997,52.0689333333333,-2.735948333,6.30000019073486,-82,TALKTALK9CBC5C,WPA2,1,5180,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0
6a:86:20:b5:6c:db,1679141431000,52.0689333333333,-2.735948333,6.30000019073486,-91,BTWifi-X,WPA2,2,5220,[WPA2-EAP-CCMP][RSN-EAP-CCMP][ESS],1,0
0c:f9:c0:a0:97:03,1679141431000,52.0689333333333,-2.735948333,6.30000019073486,-92,SKYUHQXZ,WPA2,2,5180,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0
d6:35:1d:19:18:bd,1679141430997,52.0689333333333,-2.735948333,6.30000019073486,-84,vodafone1918B5,WPA2,2,5260,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0
6a:86:20:b5:6c:dd,1679141431000,52.0689333333333,-2.735948333,6.30000019073486,-91,,WPA2,2,5220,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],1,0
d8:7d:7f:96:2f:6a,1679141436140,52.0689333333333,-2.735948333,6.30000019073486,-80,TALKTALK962F6D,WPA2,0,2437,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0
98:42:65:9f:f6:8f,1679141436142,52.0689333333333,-2.735948333,6.30000019073486,-91,TALKTALK9FF691,WPA2,2,5180,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0
02:fc:8b:dd:6d:58,1679141436141,52.0689333333333,-2.735948333,6.30000019073486,-81,,WPA2,0,5220,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0
90:21:06:6e:54:fd,1679141436141,52.0689333333333,-2.735948333,6.30000019073486,-86,SKY8D104,WPA2,2,5180,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0
d8:7d:7f:96:2f:6b,1679141436142,52.0689333333333,-2.735948333,6.30000019073486,-96,TALKTALK962F6D,WPA2,2,5240,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0
72:8d:26:17:95:e3,1679141441256,52.0689333333333,-2.735948333,6.30000019073486,-78,BTWi-fi,OPEN,2,5180,[ESS],2,0
60:8d:26:17:95:e2,1679141441257,52.0689333333333,-2.735948333,6.30000019073486,-78,BT-KNAS62,WPA2,2,5180,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2,0
72:8d:26:17:95:e4,1679141441257,52.0689333333333,-2.735948333,6.30000019073486,-78,BTWifi-X,WPA2,2,5180,[WPA2-EAP-CCMP][RSN-EAP-CCMP][ESS],3,0
98:42:65:9c:4d:ca,1679141441258,52.0689333333333,-2.735948333,6.30000019073486,-82,TALKTALK9C4DCD,WPA2,0,2412,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0
a0:39:ee:59:4d:54,1679141441258,52.0689333333333,-2.735948333,6.30000019073486,-81,PLUSNET-TFW9,WPA2,0,2412,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0
78:dd:12:e9:5f:9a,1679141441259,52.0689333333333,-2.735948333,6.30000019073486,-92,EE-Hub-zOC5,WPA2,2,5200,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0
60:8d:26:a6:13:33,1679141446366,52.0689333333333,-2.735948333,6.30000019073486,-79,BT-3PA33W,WPA2,2,5180,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0
7a:8d:26:a6:13:34,1679141446366,52.0689333333333,-2.735948333,6.30000019073486,-79,BTWi-fi,OPEN,2,5180,[ESS],1,0
7a:8d:26:17:95:e4,1679141446365,52.0689333333333,-2.735948333,6.30000019073486,-64,BTWi-fi,OPEN,0,2437,[ESS],1,0
7a:8d:26:a6:13:35,1679141446366,52.0689333333333,-2.735948333,6.30000019073486,-79,BTWifi-X,WPA2,2,5180,[WPA2-EAP-CCMP][RSN-EAP-CCMP][ESS],1,0
80:20:da:a7:a7:98,1679141446366,52.0689333333333,-2.735948333,6.30000019073486,-89,TALKTALKA7A79A,WPA2,2,5240,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0
b0:0a:d5:c6:68:56,1679141446366,52.0689333333333,-2.735948333,6.30000019073486,-87,Three_C56856,WPA2,2,5220,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0
60:8d:26:17:95:e3,1679141446365,52.0689333333333,-2.735948333,6.30000019073486,-65,BT-KNAS62,WPA2,0,2437,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2,0
00:0f:15:77:95:ad,1679141446365,52.0689333333333,-2.735948333,6.30000019073486,-74,ZZOOMM-7795A9,WPA2,0,2412,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0
12:06:45:e9:fb:09,1679141446366,52.0689333333333,-2.735948333,6.30000019073486,-82,BTWi-fi,OPEN,0,2437,[ESS],1,0
00:1e:80:f5:b1:24,1679141446366,52.0689333333333,-2.735948333,6.30000019073486,-91,FTTH_VJ7251,WPA2,2,5620,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0
62:45:b7:2b:5e:78,1679141446366,52.0689333333333,-2.735948333,6.30000019073486,-96,,WEP,-1,5785,[WEP][ESS],1,0
2a:5a:4c:78:07:6f,1679141446366,52.0689333333333,-2.735948333,6.30000019073486,-95,Home-Wifi,OPEN,1,5745,[RSN-SAE-CCMP][ESS],1,0
3c:89:94:ee:35:2a,1679141451450,52.0689333333333,-2.735948333,6.30000019073486,-66,SKYUWUVP,WPA2,0,2437,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0
00:0f:15:77:42:89,1679141451451,52.0689333333333,-2.735948333,6.30000019073486,-79,ZZOOMM-774281,WPA2,2,5560,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0
10:06:45:e9:f9:08,1679141451451,52.0689333333333,-2.735948333,6.30000019073486,-79,BTBHub6-9RJQ,WPA2,0,2437,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0
10:06:45:d0:19:f6,1679141451451,52.0689333333333,-2.735948333,6.30000019073486,-75,PLUSNET-XSRH,WPA2,0,2412,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0
98:42:65:9c:4d:cb,1679141451451,52.0689333333333,-2.735948333,6.30000019073486,-85,TALKTALK9C4DCD,WPA2,1,5220,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0
12:06:45:e9:fa:0a,1679141451452,52.0689333333333,-2.735948333,6.30000019073486,-89,BTWi-fi,OPEN,2,5180,[ESS],1,0
02:18:1a:f8:60:00,1679141451452,52.0689333333333,-2.735948333,6.30000019073486,-86,,WPA2,0,5180,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS],1,0
7e:ac:b9:5d:df:68,1679141451452,52.0689333333333,-2.735948333,6.30000019073486,-92,,WPA2,1,5805,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],1,0
3c:89:94:74:af:82,1679141456572,52.072595,-2.743316667,11.3000001907349,-70,SKYUHRRB,WPA2,0,2462,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0
00:54:af:7b:79:23,1679141456574,52.072595,-2.743316667,11.3000001907349,-89,Hotspot7923,WPA2,0,2437,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS],1,0
90:02:18:ee:7b:d2,1679141456573,52.072595,-2.743316667,11.3000001907349,-77,SKYUHRRB,WPA2,2,5180,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2,0
cc:d4:2e:7b:a0:28,1679141456573,52.072595,-2.743316667,11.3000001907349,-78,BT-53AFHP,WPA2,0,2412,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],3,0
62:d4:2e:7b:a0:2c,1679141456573,52.072595,-2.743316667,11.3000001907349,-75,,WPA2,0,2412,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],1,0
f4:de:af:b7:53:2c,1679141456573,52.072595,-2.743316667,11.3000001907349,-77,TALKTALKB7531C,WPA2,0,2427,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2,0
18:82:8c:77:30:fe,1679141456574,52.072595,-2.743316667,11.3000001907349,-89,BT-QCAJP7,WPA2,2,5180,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0
42:f2:01:3a:1f:f3,1679141461684,52.072595,-2.743316667,11.3000001907349,-70,BTWi-fi,OPEN,0,2437,[ESS],5,0
c0:3e:0f:e3:30:89,1679141461684,52.072595,-2.743316667,11.3000001907349,-75,SKYA0548,WPA2,0,2462,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0
2e:5a:4c:78:07:70,1679141461684,52.072595,-2.743316667,11.3000001907349,-84,,WPA2,0,2437,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],1,0
b8:d5:26:8f:69:93,1679141461684,52.072595,-2.743316667,11.3000001907349,-76,Post_Office_6992,WPA2,0,2417,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],7,0
d0:6e:de:33:d5:52,1679141466753,52.072595,-2.743316667,11.3000001907349,-91,TALKTALK33D554,WPA2,2,5220,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2,0
f4:de:af:b7:53:30,1679141466752,52.072595,-2.743316667,11.3000001907349,-87,TALKTALKB7531C,WPA2,2,5200,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],3,0
94:d4:69:fd:d4:ea,1679141471828,52.072595,-2.743316667,11.3000001907349,-78,NHS_WiFi,OPEN,1,5320,[ESS],2,0
94:d4:69:fd:d4:e5,1679141471830,52.072595,-2.743316667,11.3000001907349,-81,NHS_WiFi,OPEN,0,2462,[ESS],1,0
40:f2:01:3a:1f:f3,1679141471828,52.072595,-2.743316667,11.3000001907349,-75,BTHub5-F96X,WPA2,0,2437,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2,0
94:d4:69:fd:d4:ed,1679141471828,52.072595,-2.743316667,11.3000001907349,-78,HWGP_Corp,WPA2,1,5320,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2,0
94:d4:69:fd:d4:ec,1679141471829,52.072595,-2.743316667,11.3000001907349,-78,HWGP_Guest,WPA2,1,5320,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2,0
94:d4:69:fd:d4:ee,1679141471829,52.072595,-2.743316667,11.3000001907349,-78,GovWifi,WPA2,1,5320,[WPA2-EAP-CCMP][RSN-EAP-CCMP][ESS],2,0
94:d4:69:fd:d4:e9,1679141471828,52.072595,-2.743316667,11.3000001907349,-78,Unmanaged_Internet,WPA2,1,5320,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2,0
94:d4:69:fd:d4:e1,1679141471829,52.072595,-2.743316667,11.3000001907349,-79,GovWifi,WPA2,0,2462,[WPA2-EAP-CCMP][RSN-EAP-CCMP][ESS],2,0
94:d4:69:fd:d4:e3,1679141471830,52.072595,-2.743316667,11.3000001907349,-80,HWGP_Guest,WPA2,0,2462,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],3,0
40:f2:01:3a:1f:f4,1679141476979,52.072595,-2.743316667,11.3000001907349,-90,BTHub5-F96X,WPA2,2,5240,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0
62:f2:01:3a:1f:f3,1679141476979,52.072595,-2.743316667,11.3000001907349,-71,BTWifi-X,WPA2,0,2437,[WPA2-EAP-CCMP][RSN-EAP-CCMP][ESS],2,0
18:82:8c:a1:d1:bf,1679141482042,52.072595,-2.743316667,11.3000001907349,-68,EE-Hub-mPH3,WPA2,0,2412,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],0,0
7e:ac:b9:5d:df:69,1679141487118,52.0736,-2.743846667,11.6000003814697,-82,,WPA2,0,2462,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2,0
2a:cd:85:f4:3f:88,1679141487118,52.0736,-2.743846667,11.6000003814697,-87,0actionmonkey0,OPEN,0,2462,[ESS],1,0
80:75:1f:fc:79:da,1679141492197,52.0736,-2.743846667,11.6000003814697,-75,SKYMPACB,WPA2,0,2437,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],4,0
8a:5a:85:d3:8f:a1,1679141492198,52.0736,-2.743846667,11.6000003814697,-92,DIRECT-MBUX 92231,WPA2,2,5765,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0
bc:cf:4f:a3:f0:10,1679141492197,52.0736,-2.743846667,11.6000003814697,-79,SHELL_5E07,WPA2,0,2447,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][RSN-PSK-TKIP+CCMP][ESS],1,0
b8:d5:26:8f:69:92,1679141497272,52.0736,-2.743846667,11.6000003814697,-81,Post_Office_6992_5G,WPA2,2,5280,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2,0
94:d4:69:fd:d4:e6,1679141497272,52.0736,-2.743846667,11.6000003814697,-97,Unmanaged_Internet,WPA2,0,2462,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],1,0
9a:49:14:0e:49:c1,1679141502323,52.0736,-2.743846667,11.6000003814697,-95,DIRECT-BMW 51342,WPA2,2,5785,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0
d4:da:cd:70:79:f3,1679141512396,52.0736,-2.743846667,11.6000003814697,-86,SKYDED1B,WPA2,2,5180,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],3,0
64:66:24:36:1a:92,1679141517455,52.07366,-2.743991667,10.3000001907349,-82,TALKTALK361A95,WPA2,0,2412,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],5,0
72:a2:22:35:0e:67,1679141517456,52.07366,-2.743991667,10.3000001907349,-96,BTWi-fi,OPEN,0,2412,[ESS],1,0
6a:82:8c:6f:6b:c1,1679141517456,52.07366,-2.743991667,10.3000001907349,-91,,WPA2,0,2412,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],3,0
fc:3f:db:f2:33:d7,1679141522523,52.07366,-2.743991667,10.3000001907349,-76,HP-Print-D7-Officejet Pro 8610,WPA2,-1,2417,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],3,0
28:b3:71:56:4d:58,1679141527583,52.07366,-2.743991667,10.3000001907349,-73,,WPA2,0,2452,[WPA2-EAP+FT/EAP-CCMP][RSN-EAP+FT/EAP-CCMP][ESS],2,0
64:66:24:36:1a:93,1679141527583,52.07366,-2.743991667,10.3000001907349,-78,TALKTALK361A95,WPA2,2,5240,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],3,0
b0:3e:51:e4:64:7a,1679141527584,52.07366,-2.743991667,10.3000001907349,-80,SKYDED1B,WPA2,2,5180,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],6,0
28:b3:71:d6:4d:58,1679141527583,52.07366,-2.743991667,10.3000001907349,-75,M2M_IoT,WPA2,0,2452,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2,0
28:b3:71:16:4d:58,1679141527583,52.07366,-2.743991667,10.3000001907349,-75,_The Cloud,OPEN,0,2452,[ESS],2,0
28:b3:71:96:4d:58,1679141527583,52.07366,-2.743991667,10.3000001907349,-76,_Net18321,WPA2,0,2452,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS],1,0
00:19:3b:93:4a:d8,1679141527585,52.07366,-2.743991667,10.3000001907349,-94,The Log Yard,WPA2,2,5745,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS],1,0
62:e6:f0:73:62:b1,1679141532683,52.07366,-2.743991667,10.3000001907349,-84,Audi_MMI_0932,WPA2,0,2437,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2,0
00:39:96:7a:cf:24,1679141542774,52.07366,-2.743991667,10.3000001907349,-82,BTHub3-Z3NX,WPA2,0,2437,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS][WPS],8,0
80:20:da:70:c3:ab,1679141542774,52.07366,-2.743991667,10.3000001907349,-94,TALKTALK70C3AD,WPA2,2,5220,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2,0
18:82:8c:6f:6b:c4,1679141547825,52.0736433333333,-2.744118333,9.39999961853027,-89,BT-KNAJ7W,WPA2,2,5180,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2,0
a0:1c:8d:a8:71:90,1679141547825,52.0736433333333,-2.744118333,9.39999961853027,-93,TALKTALKA8717F,WPA2,0,2447,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],8,0
d4:86:60:73:be:1b,1679141552923,52.0736433333333,-2.744118333,9.39999961853027,-74,BT-MWCMTQ,WPA2,0,2437,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],26,0
7a:86:60:73:be:1f,1679141557987,52.0736433333333,-2.744118333,9.39999961853027,-79,,WPA2,0,2437,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],7,0
72:86:60:73:be:1c,1679141648530,52.0737066666667,-2.744123333,9.10000038146973,-94,BTWifi-X,WPA2,2,5180,[WPA2-EAP-CCMP][RSN-EAP-CCMP][ESS],2,0
72:86:60:73:be:1e,1679141648530,52.0737066666667,-2.744123333,9.10000038146973,-95,,WPA2,2,5180,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],1,0
72:86:60:73:be:1b,1679141668675,52.0737066666667,-2.744123333,9.10000038146973,-96,BTWi-fi,OPEN,2,5180,[ESS],1,0
7a:86:60:73:be:1c,1679141668675,52.0737066666667,-2.744123333,9.10000038146973,-73,BTWi-fi,OPEN,0,2437,[ESS],11,0
e4:75:dc:c7:9d:6c,1679141723941,52.073725,-2.744115,9.10000038146973,-83,BT-XZASZR,WPA2,0,2412,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2,0
62:75:dc:c7:9d:6d,1679141723941,52.073725,-2.744115,9.10000038146973,-84,BTWi-fi,OPEN,0,2412,[ESS],2,0
1c:a5:32:a2:c5:43,1679141723941,52.073725,-2.744115,9.10000038146973,-91,EXT2-Wagsville,WPA2,0,2462,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],1,0
d8:ec:5e:44:06:e1,1679141728996,52.073725,-2.744115,9.10000038146973,-89,Carlson_AP,WPA2,2,5240,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS],3,0
cc:33:bb:37:6f:8d,1679141728996,52.073725,-2.744115,9.10000038146973,-91,BTWifi-X,WPA2,0,2437,[WPA2-EAP-CCMP+TKIP][RSN-EAP-CCMP+TKIP][WPA-EAP-CCMP+TKIP][ESS],3,0
d8:0d:17:0c:88:25,1679141728996,52.073725,-2.744115,9.10000038146973,-94,13_ext5,WPA2,2,5240,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0
b0:98:2b:00:a1:b4,1679141739065,52.0761216666667,-2.745016667,4.40000009536743,-77,BTHub6-PT7R,WPA2,0,2412,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],3,0
b2:98:2b:00:a3:b5,1679141739065,52.0761216666667,-2.745016667,4.40000009536743,-77,BTWi-fi,OPEN,0,2412,[ESS],2,0
78:65:59:b2:c5:0c,1679141744110,52.0761216666667,-2.745016667,4.40000009536743,-94,BTHub6-NCM2,WPA2,0,2412,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2,0
ee:5c:84:f1:55:f0,1679141744108,52.0761216666667,-2.745016667,4.40000009536743,-86,My VW 1761,WPA2,0,2437,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0
7a:65:59:b2:c6:0f,1679141744111,52.0761216666667,-2.745016667,4.40000009536743,-95,BTWifi-X,WPA2,2,5180,[WPA2-EAP-CCMP][RSN-EAP-CCMP][ESS],1,0
7a:86:20:4c:f7:24,1679141744111,52.0761216666667,-2.745016667,4.40000009536743,-94,BTWi-fi,OPEN,2,5180,[ESS],2,0
7a:65:59:b2:c7:0d,1679141744109,52.0761216666667,-2.745016667,4.40000009536743,-91,BTWi-fi,OPEN,0,2412,[ESS],2,0
7a:86:20:4c:f7:25,1679141744109,52.0761216666667,-2.745016667,4.40000009536743,-93,BTWifi-X,WPA2,2,5180,[WPA2-EAP-CCMP][RSN-EAP-CCMP][ESS],1,0
7a:86:20:4c:f7:27,1679141744111,52.0761216666667,-2.745016667,4.40000009536743,-94,,WPA2,2,5180,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],1,0
f0:86:20:4c:f7:23,1679141744110,52.0761216666667,-2.745016667,4.40000009536743,-94,BT-QKA627,WPA2,2,5180,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0
5a:6a:0a:52:c6:58,1679141749179,52.0761216666667,-2.745016667,4.40000009536743,-90,Audi_MMI_2920,WPA2,0,2437,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],1,0
48:7a:ff:4b:27:44,1679141749180,52.0761216666667,-2.745016667,4.40000009536743,-94,Kia_4KJC,WPA2,1,5745,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],1,0
24:a7:dc:c8:1d:5a,1679141754223,52.0761216666667,-2.745016667,4.40000009536743,-85,SKYF4557,WPA2,0,2437,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],5,0
